user_id,user_name,user_screen_name,user_description,user_location,user_followers_count,user_following_count,user_statuses_count,user_favourites_count,user_listed_count,user_verified,user_is_blue_verified,user_protected,user_created_at,user_profile_image_url,user_default_profile,user_default_profile_image,user_media_count,user_possibly_sensitive,user_pinned_tweet_ids,user_profile_url,collection_status,username,tweets_collected,batches_used,timestamp,user_profile_banner_url
722409068351119360,جناااان,umaraeed,,,9,6,13,3,0,False,False,False,Tue Apr 19 12:58:38 +0000 2016,https://pbs.twimg.com/profile_images/723117270633951232/cB4zWMRe_normal.jpg,True,False,0,False,[],https://x.com/umaraeed,success,umaraeed,0,0,2026-03-12T00:46:08.594551,
1099137442140049408,خالد,kvu342UhCkPWYNO,,,6,3,13,0,0,False,False,False,Sat Feb 23 02:42:41 +0000 2019,https://pbs.twimg.com/profile_images/1099137702522507264/VLzbTcwy_normal.jpg,True,False,0,False,[],https://x.com/kvu342UhCkPWYNO,success,kvu342UhCkPWYNO,0,0,2026-03-12T00:46:17.203187,
1546267877778522113,Musta Pha,MustaPh11554558,,,0,2,14,46,0,False,False,False,Sun Jul 10 22:59:54 +0000 2022,https://pbs.twimg.com/profile_images/1546268003817381897/VIMpgcgJ_normal.png,True,False,0,False,[],https://x.com/MustaPh11554558,success,MustaPh11554558,0,0,2026-03-12T00:46:25.996809,
1472990624349622272,M,M50482952,,,0,7,15,3,0,False,False,False,Mon Dec 20 18:01:57 +0000 2021,https://pbs.twimg.com/profile_images/1542004789189435392/vGmIOjA2_normal.jpg,True,False,0,False,[],https://x.com/M50482952,success,M50482952,0,0,2026-03-12T00:46:33.346833,
1951909706618044416,𖦹,kll7676,اكلم نفسي,,0,4,16,124,0,False,False,False,Sun Aug 03 07:35:35 +0000 2025,https://pbs.twimg.com/profile_images/2003145501315563520/TS7Eqxwu_normal.jpg,True,False,2,False,[],https://x.com/kll7676,success,kll7676,0,0,2026-03-12T00:46:38.833380,https://pbs.twimg.com/profile_banners/1951909706618044416/1766422833
851999477141471233,هيف الهيوفي,ubVHzlYYIAcCYkM,,,0,5,17,0,0,False,False,False,Wed Apr 12 03:24:39 +0000 2017,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True,0,False,[],https://x.com/ubVHzlYYIAcCYkM,success,ubVHzlYYIAcCYkM,0,0,2026-03-12T00:46:44.689056,
1042534430978531329,INTJ -T,tpISApzTijjfpZw,INTJ _T,,3,18,17,12,0,False,False,False,Wed Sep 19 22:02:32 +0000 2018,https://pbs.twimg.com/profile_images/1050924005878890496/1pMvdxlw_normal.jpg,True,False,2,False,['1042537355226349568'],https://x.com/tpISApzTijjfpZw,success,tpISApzTijjfpZw,0,0,2026-03-12T00:46:50.012587,https://pbs.twimg.com/profile_banners/1042534430978531329/1539391865
1568579996037308417,ميرو,y7pil_,,,54,182,17,96,0,False,False,False,Sat Sep 10 12:40:00 +0000 2022,https://pbs.twimg.com/profile_images/1910892222834196480/re2Q8Qhz_normal.jpg,True,False,1,False,[],https://x.com/y7pil_,success,y7pil_,0,0,2026-03-12T00:46:55.742207,
1763708509227499520,Dr_Marbellaaa🍡🍬,DMarbilaaa18,"4th year medical student, Alex uni","Alexandria, Egypt",17,52,17,14,0,False,False,False,Fri Mar 01 23:31:20 +0000 2024,https://pbs.twimg.com/profile_images/1763709671385214976/KTrznZWx_normal.jpg,True,False,0,False,[],https://x.com/DMarbilaaa18,success,DMarbilaaa18,0,0,2026-03-12T00:47:05.131370,https://pbs.twimg.com/profile_banners/1763708509227499520/1709336581
1772092005515993088,Lu,lulurealll,,,0,7,17,1,0,False,False,False,Mon Mar 25 02:44:13 +0000 2024,https://pbs.twimg.com/profile_images/1772092698280767489/62phZi3U_normal.jpg,True,False,2,False,[],https://x.com/lulurealll,success,lulurealll,0,0,2026-03-12T00:47:12.323109,
1021663970674057216,nora,nora72216414,,,0,1,18,0,0,False,False,False,Tue Jul 24 07:50:46 +0000 2018,https://pbs.twimg.com/profile_images/1022484295447982081/waJJaqWv_normal.jpg,True,False,0,False,[],https://x.com/nora72216414,success,nora72216414,0,0,2026-03-12T00:47:20.675780,
